
 polygon_id | hexagon_id | param_code | param_value
          8 |         78 |      total |    9.1206750869751
          7 |         74 |     weight | 0.0758293838862559
          5 |         52 |      total |   10.8680448532104
         10 |        227 |      total |   1.19238114356995
          1 |         31 |      total |  0.624293088912964
          5 |         52 |  predicted |  0.123034470036345
          7 |        202 |     weight |  0.127962085308057
         11 |         86 |      total |   2.98444080352783
          7 |        218 |  predicted |  0.168076300508038
          8 |        223 |  predicted |  0.919731941543707
          4 |         64 |     hex_id |                 64
         10 |         88 |      total |   1.19238114356995
          5 |         59 |      total |   10.8680448532104
          8 |         71 |  predicted |   2.45261851078322
          3 |         46 |     hex_id |                 46
         11 |        232 |      total |   2.98444080352783
          8 |        223 |     weight |  0.100840336134454
          4 |        192 |  predicted |  0.203341878255208
          7 |        210 |  predicted |  0.336152601016076
          4 |        199 |      total |   3.81266021728516
         11 |         93 |      total |   2.98444080352783
         10 |         82 |  predicted | 0.0794920762379964
          8 |        215 |  predicted |   1.22630925539161
         11 |         93 |     weight |              0.025
         11 |        224 |  predicted |  0.634193670749664
          4 |         64 |     weight |  0.373333333333333
          7 |         67 |     hex_id |                 67
          6 |         72 |     hex_id |                 72
          4 |         64 |  predicted |   1.42339314778646
          6 |         79 |      total |   20.0978031158447
          8 |         77 |     weight |  0.226890756302521
          2 |        184 |      total |  0.638292074203491
         11 |         86 |     weight |                0.4
          9 |        234 |  predicted |  0.216226380610674
         10 |         88 |     weight |  0.166666666666667
          9 |        226 |  predicted |  0.252264110712453
         11 |         93 |  predicted | 0.0746110200881958
          2 |        184 |     weight |  0.235294117647059
          6 |        209 |  predicted |   2.03433260160383
          7 |         67 |      total |   5.06629991531372
          6 |         65 |      total |   20.0978031158447
          6 |        217 |  predicted |   3.64776880287583
          8 |         71 |     weight |   0.26890756302521
         10 |        219 |  predicted |  0.278222266832987
          6 |         65 |     weight |  0.254799301919721
          3 |        194 |     hex_id |                194
          5 |        185 |  predicted |  0.820229800242298
          1 |         45 |  predicted | 0.0851308757608587
          9 |        234 |     hex_id |                234
         10 |        219 |      total |   1.19238114356995
          7 |        202 |     hex_id |                202
          1 |        170 |  predicted | 0.0283769585869529
         11 |         85 |     hex_id |                 85
          8 |         78 |  predicted |   1.83946388308741
          7 |         73 |      total |   5.06629991531372
          2 |         37 |  predicted | 0.0187732963001027
         10 |         88 |     hex_id |                 88
          5 |         52 |     weight | 0.0113207547169811
          8 |        207 |     hex_id |                207
          6 |         72 |     weight |  0.237347294938918
          2 |         37 |     weight | 0.0294117647058824
          9 |        234 |      total |   28.9382972717285
         11 |        232 |     weight |                0.2
         11 |        232 |     hex_id |                232
          3 |         53 |  predicted |  0.221493222883769
          9 |        225 |     weight |  0.790784557907846
          2 |         43 |      total |  0.638292074203491
          5 |        185 |      total |   10.8680448532104
          5 |         51 |     weight |  0.184905660377358
          7 |         66 |     hex_id |                 66
          3 |        187 |      total |   2.48072409629822
          2 |        184 |     hex_id |                184
          8 |         77 |      total |    9.1206750869751
         10 |        219 |     hex_id |                219
          7 |        210 |      total |   5.06629991531372
          6 |         65 |  predicted |   5.12090620403723
          5 |         51 |      total |   10.8680448532104
          2 |         43 |  predicted | 0.0750931852004107
          1 |        177 |     weight |  0.363636363636364
          7 |        202 |      total |   5.06629991531372
          9 |         80 |     weight | 0.0709838107098381
          5 |        185 |     weight | 0.0754716981132075
          1 |        170 |      total |  0.624293088912964
          8 |        223 |     hex_id |                223
          4 |        200 |      total |   3.81266021728516
          3 |        195 |     weight |  0.107142857142857
          3 |        194 |  predicted |  0.310090512037277
          4 |        200 |  predicted |   1.06754486083984
          4 |         57 |      total |   3.81266021728516
          3 |         60 |  predicted |   1.55045256018639
          1 |         38 |     hex_id |                 38
          6 |        208 |     hex_id |                208
          5 |         58 |      total |   10.8680448532104
          4 |        192 |      total |   3.81266021728516
          1 |         31 |     weight | 0.0909090909090909
          3 |         53 |     weight | 0.0892857142857143
         10 |        235 |      total |   1.19238114356995
          5 |        193 |      total |   10.8680448532104
         10 |        235 |     hex_id |                235
          5 |         59 |     weight |                0.2
          7 |         74 |      total |   5.06629991531372
          5 |        193 |     weight |  0.362264150943396
          2 |         44 |  predicted |  0.225279555601232
          2 |        168 |      total |  0.638292074203491
          6 |        217 |     hex_id |                217
          8 |        207 |     weight | 0.0252100840336134
          4 |        192 |     hex_id |                192
          1 |        170 |     hex_id |                170
          9 |         94 |     weight | 0.0560398505603985
          2 |         43 |     weight |  0.117647058823529
          9 |        225 |      total |   28.9382972717285
          6 |         72 |  predicted |    4.7701592037607
          1 |        177 |     hex_id |                177
          3 |         60 |     hex_id |                 60
          8 |         70 |     hex_id |                 70
          5 |        201 |  predicted |  0.861241290254413
          2 |         37 |      total |  0.638292074203491
          4 |        192 |     weight | 0.0533333333333333
          2 |         36 |      total |  0.638292074203491
          9 |        225 |     hex_id |                225
          9 |        233 |     hex_id |                233
          2 |        168 |     hex_id |                168
          7 |         73 |  predicted |   1.12851230341111
          9 |        234 |     weight | 0.0074719800747198
          5 |        185 |     hex_id |                185
          7 |         74 |  predicted |   0.38417440116123
          9 |        226 |      total |   28.9382972717285
          9 |         80 |     hex_id |                 80
          9 |        225 |  predicted |   22.8839586146296
          7 |        210 |     hex_id |                210
          7 |        210 |     weight | 0.0663507109004739
          6 |        208 |      total |   20.0978031158447
         10 |         81 |  predicted | 0.0397460381189982
         10 |         89 |     weight | 0.0666666666666667
          7 |         67 |     weight | 0.0995260663507109
          6 |        208 |     weight | 0.0977312390924956
          2 |        176 |      total |  0.638292074203491
          1 |        169 |     hex_id |                169
          2 |         43 |     hex_id |                 43
          5 |        193 |     hex_id |                193
          1 |        170 |     weight | 0.0454545454545455
          6 |        209 |      total |   20.0978031158447
          4 |         57 |     weight |               0.04
          9 |         94 |  predicted |   1.62169785458005
          6 |        216 |     hex_id |                216
          9 |         94 |      total |   28.9382972717285
          5 |        201 |      total |   10.8680448532104
          8 |        215 |      total |    9.1206750869751
          4 |        199 |  predicted |   0.96587392171224
         11 |         86 |  predicted |   1.19377632141113
          3 |        195 |  predicted |  0.265791867460523
          7 |         74 |     hex_id |                 74
          5 |        193 |  predicted |   3.93710304116303
          1 |        169 |     weight |  0.136363636363636
          4 |         57 |     hex_id |                 57
          3 |         46 |  predicted | 0.0885972891535078
          3 |        187 |     hex_id |                187
          4 |        200 |     weight |               0.28
          5 |         58 |     weight | 0.0867924528301887
         10 |        227 |     hex_id |                227
         10 |        227 |  predicted |  0.317968304951986
          9 |        226 |     weight | 0.0087173100871731
          3 |        187 |  predicted | 0.0442986445767539
          3 |         46 |     weight | 0.0357142857142857
         10 |         82 |     weight | 0.0666666666666667
          9 |         80 |      total |   28.9382972717285
          1 |         31 |  predicted | 0.0567539171739058
          2 |        176 |     weight | 0.0882352941176471
          2 |        176 |     hex_id |                176
          5 |         51 |  predicted |   2.00956301059363
          8 |         70 |     weight | 0.0420168067226891
         10 |         81 |     hex_id |                 81
          5 |         58 |  predicted |  0.943264270278643
          9 |         80 |  predicted |    2.0541506158014
         10 |         89 |     hex_id |                 89
         10 |        235 |  predicted |  0.198730190594991
          1 |         31 |     hex_id |                 31
          9 |        233 |      total |   28.9382972717285
          8 |         78 |     hex_id |                 78
          2 |         44 |      total |  0.638292074203491
          3 |         46 |      total |   2.48072409629822
          8 |         71 |     hex_id |                 71
          3 |         60 |     weight |              0.625
         10 |        227 |     weight |  0.266666666666667
          7 |        202 |  predicted |  0.648294301959576
          2 |         44 |     weight |  0.352941176470588
         10 |         82 |     hex_id |                 82
          1 |         45 |     hex_id |                 45
          5 |        201 |     weight | 0.0792452830188679
          6 |        209 |     hex_id |                209
          6 |         65 |     hex_id |                 65
         10 |         81 |      total |   1.19238114356995
          6 |        216 |     weight | 0.0471204188481675
          8 |        223 |      total |    9.1206750869751
          7 |        218 |     weight |  0.033175355450237
          3 |        195 |      total |   2.48072409629822
          3 |        194 |     weight |              0.125
          1 |         45 |     weight |  0.136363636363636
          8 |         70 |      total |    9.1206750869751
          9 |         87 |     weight | 0.0311332503113325
          2 |         37 |     hex_id |                 37
          5 |         51 |     hex_id |                 51
         11 |         85 |      total |   2.98444080352783
          2 |         36 |     weight | 0.0882352941176471
          6 |        208 |  predicted |   1.96418320154852
          9 |         87 |      total |   28.9382972717285
         11 |         86 |     hex_id |                 86

(284 rows)
