
 polygon_id | hexagon_id | param_code | param_value
          3 |        195 |  predicted |   0.10727995634079
         11 |         93 |     weight |              0.025
          9 |         80 |      total |   15.0451831817627
          3 |         46 |     hex_id |                 46
          7 |         74 |     weight | 0.0758293838862559
          1 |         31 |     hex_id |                 31
          2 |        168 |  predicted | 0.0348319867077996
          4 |         57 |     weight |               0.04
          7 |        202 |  predicted |  0.241489177631541
          5 |        185 |     hex_id |                185
          5 |         59 |  predicted |   0.39910774230957
         10 |         82 |  predicted | 0.0303604364395142
          6 |        217 |      total |   10.6867485046387
         10 |         88 |     weight |  0.166666666666667
         10 |        219 |     hex_id |                219
          3 |         53 |     weight | 0.0892857142857143
          1 |         38 |  predicted | 0.0994626500389793
         10 |        219 |  predicted |    0.1062615275383
          4 |         64 |      total |   1.36733675003052
         10 |        219 |      total |  0.455406546592712
          2 |        176 |  predicted | 0.0348319867077996
          3 |         53 |  predicted | 0.0893999636173248
          7 |         66 |      total |   1.88719320297241
          2 |         36 |  predicted | 0.0348319867077996
          9 |        233 |  predicted |  0.524614108454988
          5 |        201 |     hex_id |                201
          1 |         38 |      total |  0.437635660171509
          6 |        216 |     weight | 0.0471204188481675
          6 |        208 |     hex_id |                208
          6 |        209 |     hex_id |                209
          2 |        176 |     hex_id |                176
          7 |         73 |      total |   1.88719320297241
          9 |         80 |  predicted |   1.06796443506908
          8 |         78 |     hex_id |                 78
          4 |        192 |      total |   1.36733675003052
          5 |         59 |     hex_id |                 59
          1 |        177 |     hex_id |                177
         11 |        224 |  predicted |  0.312890917062759
          7 |         73 |     weight |  0.222748815165877
          9 |        225 |      total |   15.0451831817627
          9 |        234 |      total |   15.0451831817627
         10 |         89 |     hex_id |                 89
          2 |         44 |     hex_id |                 44
         10 |         82 |     hex_id |                 82
          1 |        169 |     hex_id |                169
         11 |         85 |      total |   1.47242784500122
          2 |         37 |      total |  0.394762516021729
          8 |         70 |     weight | 0.0420168067226891
          6 |        208 |     weight | 0.0977312390924956
          9 |         80 |     weight | 0.0709838107098381
          3 |        195 |      total |   1.00127959251404
          1 |        177 |  predicted |  0.159140240062367
         11 |         86 |  predicted |  0.588971138000488
          5 |         52 |     hex_id |                 52
          7 |         67 |      total |   1.88719320297241
          2 |         36 |      total |  0.394762516021729
          9 |        233 |      total |   15.0451831817627
          8 |         71 |     weight |   0.26890756302521
          7 |        202 |      total |   1.88719320297241
          7 |        210 |  predicted |  0.125216610623762
         10 |        227 |     weight |  0.266666666666667
          2 |        184 |      total |  0.394762516021729
         10 |        227 |  predicted |  0.121441745758057
          7 |         67 |     weight | 0.0995260663507109
          1 |         31 |     weight | 0.0909090909090909
          8 |        207 |     weight | 0.0252100840336134
          7 |        210 |     hex_id |                210
          2 |         36 |     hex_id |                 36
          6 |         72 |  predicted |   2.53647084926852
          5 |         58 |     weight | 0.0867924528301887
          7 |         74 |      total |   1.88719320297241
          6 |        216 |      total |   10.6867485046387
          9 |        225 |  predicted |   11.8974985310328
          8 |         70 |     hex_id |                 70
         10 |        227 |      total |  0.455406546592712
          6 |        216 |  predicted |  0.503564065663602
          5 |         51 |  predicted |  0.368986403267339
          8 |        215 |      total |   2.45359468460083
         11 |         85 |     weight |             0.1625
          6 |         79 |      total |   10.6867485046387
          9 |         87 |     hex_id |                 87
          8 |        207 |     hex_id |                207
         10 |         88 |      total |  0.455406546592712
          3 |        195 |     weight |  0.107142857142857
         11 |         85 |     hex_id |                 85
          2 |         43 |     hex_id |                 43
          8 |        207 |  predicted | 0.0618553281832142
          9 |         94 |     weight | 0.0560398505603985
          2 |         44 |     weight |  0.352941176470588
          5 |        185 |  predicted |  0.150606695211159
         11 |        224 |      total |   1.47242784500122
          2 |        168 |      total |  0.394762516021729
          6 |        217 |     weight |  0.181500872600349
         11 |        232 |     hex_id |                232
          4 |        199 |      total |   1.36733675003052
          3 |         60 |  predicted |  0.625799745321274
          9 |         87 |  predicted |  0.468405453977668
          7 |         74 |     hex_id |                 74
          6 |         72 |     hex_id |                 72
         10 |         82 |     weight | 0.0666666666666667
         11 |         86 |     hex_id |                 86
         10 |        219 |     weight |  0.233333333333333
          4 |        192 |  predicted | 0.0729246266682943
          8 |         77 |  predicted |  0.556697953648928
          5 |        185 |      total |   1.99553871154785
         10 |         88 |  predicted | 0.0759010910987854
          8 |         78 |      total |   2.45359468460083
          6 |        208 |      total |   10.6867485046387
         10 |        227 |     hex_id |                227
          5 |        193 |     hex_id |                193
          4 |        200 |  predicted |  0.382854290008545
          7 |        202 |     weight |  0.127962085308057
          2 |        176 |     weight | 0.0882352941176471
          9 |         94 |     hex_id |                 94
         11 |        224 |     hex_id |                224
          6 |        208 |  predicted |   1.04442917322821
          3 |        187 |     hex_id |                187
          1 |         31 |  predicted | 0.0397850600155917
         10 |        235 |     weight |  0.166666666666667
          8 |        215 |  predicted |  0.329895083643809
          4 |         57 |      total |   1.36733675003052
          9 |         87 |     weight | 0.0311332503113325
          9 |        234 |     weight | 0.0074719800747198
          1 |         45 |      total |  0.437635660171509
         10 |        235 |  predicted | 0.0759010910987854
          5 |        201 |      total |   1.99553871154785
          8 |         78 |     weight |  0.201680672268908
          7 |         66 |     hex_id |                 66
          9 |         94 |      total |   15.0451831817627
          1 |        170 |     weight | 0.0454545454545455
          5 |        201 |     weight | 0.0792452830188679
          2 |         37 |     weight | 0.0294117647058824
          6 |         79 |     weight | 0.0802792321116928

(284 rows)
