
 polygon_id | hexagon_id | param_code | param_value
          6 |        217 |     weight |  0.181500872600349
          1 |         38 |      total |  0.437635660171509
          3 |        195 |  predicted |   0.10727995634079
          0 |        218 |      total |   5.06629991531372
          2 |         44 |      total |  0.394762516021729
          0 |         89 |      total |   1.19238114356995
          9 |        226 |     hex_id |                226
          0 |         71 |      total |   5.50545215606689
          8 |         71 |  predicted |  0.659790167287618
          0 |        184 |     hex_id |                184
          9 |         80 |  predicted |   1.06796443506908
          9 |         94 |     weight | 0.0560398505603985
          0 |        215 |     weight |  0.134453781512605
          9 |         87 |  predicted |  0.468405453977668
          5 |        201 |     weight | 0.0792452830188679
          0 |         59 |  predicted |   1.97066593170166
          6 |         65 |      total |   10.6867485046387
          2 |         44 |     hex_id |                 44
          0 |        195 |  predicted |  0.265791867460523
          1 |         31 |     weight | 0.0909090909090909
          8 |        215 |     weight |  0.134453781512605
          0 |        216 |     hex_id |                216
         11 |        224 |      total |   1.47242784500122
          0 |        187 |     hex_id |                187
          8 |         77 |      total |   2.45359468460083
          0 |        207 |      total |   5.50545215606689
          7 |        210 |  predicted |  0.125216610623762
          9 |        234 |  predicted |   0.11241730895464
          0 |        224 |      total |   2.98444080352783
          0 |        202 |     weight |  0.127962085308057
          0 |         60 |  predicted |   1.55045256018639
          0 |        207 |     weight | 0.0252100840336134
          9 |        234 |     hex_id |                234
          9 |        225 |     weight |  0.790784557907846
          5 |        193 |  predicted |  0.722912137013561
          0 |         36 |  predicted |  0.056319888900308
          0 |         57 |      total |   3.43887615203857
          0 |        219 |  predicted |  0.278222266832987
          0 |         67 |      total |   5.06629991531372
          0 |         81 |     weight | 0.0333333333333333
         10 |         81 |     weight | 0.0333333333333333
          2 |         43 |  predicted | 0.0464426489437328
          0 |         79 |  predicted |     1.613436201272
          0 |         67 |  predicted |  0.504228901524114
          6 |        209 |  predicted |   1.08173021512922
          6 |         72 |      total |   10.6867485046387
          0 |        170 |     hex_id |                170
          0 |         72 |      total |   20.0978031158447
          5 |        185 |  predicted |  0.150606695211159
          0 |        176 |      total |  0.638292074203491
          1 |         38 |     weight |  0.227272727272727
          4 |        199 |     weight |  0.253333333333333
          0 |         43 |     weight |  0.117647058823529
          9 |        225 |     hex_id |                225
          0 |         44 |      total |  0.638292074203491
          9 |        233 |     weight | 0.0348692403486924
          0 |         38 |     hex_id |                 38
          0 |        224 |  predicted |  0.634193670749664
          0 |         85 |  predicted |  0.484971630573273
          8 |        207 |     weight | 0.0252100840336134
         11 |        224 |     hex_id |                224
          7 |        210 |      total |   1.88719320297241
          2 |         36 |     hex_id |                 36
          8 |         78 |     weight |  0.201680672268908
          7 |         66 |  predicted |  0.706579445662657
         11 |        232 |  predicted |  0.294485569000244
          0 |        216 |      total |   20.0978031158447
          0 |         38 |  predicted |  0.141884792934765
          0 |        200 |     hex_id |                200
         11 |         85 |     hex_id |                 85
          0 |        195 |      total |   2.48072409629822
          0 |        200 |      total |   3.43887615203857
          7 |         74 |  predicted |  0.143104697855728
          0 |         77 |     weight |  0.226890756302521
          0 |        225 |      total |   28.9382972717285
          0 |        199 |     hex_id |                199
         10 |         88 |  predicted | 0.0759010910987854
         11 |         86 |     hex_id |                 86
          6 |         72 |     weight |  0.237347294938918
          0 |        192 |     weight | 0.0533333333333333
          0 |        226 |      total |   28.9382972717285
          4 |        199 |     hex_id |                199
          6 |        216 |      total |   10.6867485046387
          7 |         73 |     hex_id |                 73
          9 |         94 |      total |   15.0451831817627
          0 |        209 |      total |   20.0978031158447
          0 |        168 |      total |  0.638292074203491
          0 |        226 |     weight | 0.0087173100871731
          0 |         65 |     weight |  0.254799301919721
          0 |        193 |     weight |  0.362264150943396
          0 |         58 |     hex_id |                 58
          8 |        215 |      total |   2.45359468460083
          2 |        184 |      total |  0.394762516021729
          0 |        199 |      total |   3.43887615203857
          5 |        193 |      total |   1.99553871154785
          7 |         66 |      total |   1.88719320297241
          0 |        199 |  predicted |  0.871181958516439
         10 |         81 |     hex_id |                 81
          3 |         46 |     weight | 0.0357142857142857
          0 |         94 |     weight | 0.0560398505603985
          0 |        208 |     hex_id |                208
          6 |        216 |  predicted |  0.503564065663602
          0 |        227 |      total |   1.19238114356995
         11 |         93 |     weight |              0.025
         11 |         93 |     hex_id |                 93
          9 |        233 |  predicted |  0.524614108454988
          0 |         43 |  predicted | 0.0750931852004107
          7 |         66 |     weight |  0.374407582938389
          3 |         60 |      total |   1.00127959251404
          0 |         78 |      total |   5.50545215606689
          0 |         79 |      total |   20.0978031158447
          1 |         38 |     hex_id |                 38
          0 |         86 |     weight |                0.4
          0 |         80 |     hex_id |                 80
          0 |        187 |     weight | 0.0178571428571429
          1 |        177 |      total |  0.437635660171509
          1 |        170 |      total |  0.437635660171509
          0 |        210 |      total |   5.06629991531372
          0 |         74 |      total |   5.06629991531372
          4 |        200 |  predicted |  0.382854290008545
          0 |         89 |  predicted | 0.0794920762379964
          0 |        217 |      total |   20.0978031158447
          7 |         66 |     hex_id |                 66
          0 |        227 |  predicted |  0.317968304951986
          9 |         87 |      total |   15.0451831817627
          0 |         93 |  predicted | 0.0746110200881958
          0 |         58 |  predicted |  0.855194649606381
          0 |        210 |     weight | 0.0663507109004739
          0 |         85 |     hex_id |                 85
          8 |         78 |  predicted |  0.494842625465714
          0 |         38 |     weight |  0.227272727272727
          6 |        217 |  predicted |   1.93965417885239
          0 |         53 |      total |   2.48072409629822
         10 |        219 |      total |  0.455406546592712
          4 |         64 |      total |   1.36733675003052
          0 |        235 |      total |   1.19238114356995
          0 |        170 |     weight | 0.0454545454545455
          0 |         72 |     hex_id |                 72
         11 |        224 |  predicted |  0.312890917062759
          0 |        200 |     weight |               0.28
          6 |         79 |  predicted |  0.857923963723174
          5 |        193 |     weight |  0.362264150943396
          0 |        235 |  predicted |  0.198730190594991
          0 |        224 |     weight |             0.2125
          0 |        202 |  predicted |  0.648294301959576
         10 |        219 |  predicted |    0.1062615275383
          0 |         31 |     weight | 0.0909090909090909
          6 |        217 |     hex_id |                217
          0 |        234 |  predicted |  0.216226380610674
          0 |         60 |     weight |              0.625
          0 |        201 |      total |    9.8533296585083
          0 |         88 |  predicted |  0.198730190594991
          7 |        202 |     hex_id |                202
          0 |         37 |     hex_id |                 37
          8 |        223 |      total |   2.45359468460083
          0 |         70 |  predicted |  0.231321519162475
          2 |        176 |  predicted | 0.0348319867077996
          6 |        217 |      total |   10.6867485046387
          4 |        200 |      total |   1.36733675003052
          0 |         36 |      total |  0.638292074203491
          8 |         77 |     weight |  0.226890756302521
          3 |        195 |     weight |  0.107142857142857
         10 |         82 |  predicted | 0.0303604364395142
          0 |        176 |  predicted |  0.056319888900308
          2 |         36 |     weight | 0.0882352941176471
          3 |         46 |     hex_id |                 46
          7 |         74 |     hex_id |                 74
          2 |        168 |     weight | 0.0882352941176471
          0 |        169 |      total |  0.624293088912964
          1 |         31 |     hex_id |                 31
          0 |         44 |     hex_id |                 44
          0 |         88 |     hex_id |                 88
          0 |         89 |     hex_id |                 89
          0 |         78 |     hex_id |                 78
          0 |        216 |     weight | 0.0471204188481675
          3 |         46 |  predicted | 0.0357599854469299
          0 |         86 |      total |   2.98444080352783
          1 |        177 |  predicted |  0.159140240062367
          7 |         67 |      total |   1.88719320297241
          5 |         58 |  predicted |  0.173197699492832
          5 |        193 |     hex_id |                193
          4 |        192 |      total |   1.36733675003052
         11 |         85 |     weight |             0.1625
          1 |         31 |      total |  0.437635660171509
          1 |        169 |  predicted | 0.0596775900233876
          7 |         67 |     hex_id |                 67
          0 |         65 |     hex_id |                 65
          3 |         46 |      total |   1.00127959251404
          0 |        223 |     hex_id |                223
          4 |         64 |  predicted |   0.51047238667806
          0 |        233 |     weight | 0.0348692403486924
          8 |        215 |  predicted |  0.329895083643809
          0 |        169 |     hex_id |                169
          6 |        216 |     hex_id |                216
          7 |        210 |     weight | 0.0663507109004739
          0 |         37 |     weight | 0.0294117647058824
          2 |         43 |     hex_id |                 43
          4 |        192 |     hex_id |                192
          5 |         58 |     weight | 0.0867924528301887
          0 |        234 |      total |   28.9382972717285
          0 |         57 |  predicted |  0.137555046081543
          6 |        209 |      total |   10.6867485046387
          0 |        193 |  predicted |   3.56950810270489
          5 |         52 |     hex_id |                 52
          0 |        184 |  predicted |  0.150186370400821
          0 |        215 |      total |   5.50545215606689
          0 |         59 |      total |    9.8533296585083
          0 |         89 |     weight | 0.0666666666666667
          0 |         86 |  predicted |   1.19377632141113
          0 |         85 |      total |   2.98444080352783
          3 |         53 |      total |   1.00127959251404
         11 |         86 |     weight |                0.4
          4 |         57 |     hex_id |                 57
          0 |        217 |     hex_id |                217
          0 |        219 |     hex_id |                219
          0 |         70 |     weight | 0.0420168067226891
          6 |         65 |     weight |  0.254799301919721
          7 |         74 |      total |   1.88719320297241
          1 |         45 |     hex_id |                 45
         10 |        219 |     weight |  0.233333333333333
          0 |        177 |  predicted |  0.227015668695623
          0 |         64 |     weight |  0.373333333333333
          4 |        192 |  predicted | 0.0729246266682943
          8 |         71 |     hex_id |                 71
          1 |        169 |     weight |  0.136363636363636
         10 |        227 |     weight |  0.266666666666667
          0 |        215 |  predicted |  0.740228861319919
          0 |        226 |  predicted |  0.252264110712453
          0 |         37 |      total |  0.638292074203491
          0 |         53 |     weight | 0.0892857142857143
         11 |        224 |     weight |             0.2125
          0 |        201 |     weight | 0.0792452830188679
          0 |         59 |     hex_id |                 59
          0 |        193 |     hex_id |                193
          0 |        177 |     hex_id |                177
          0 |         66 |  predicted |   1.89686110573357
          0 |        192 |      total |   3.43887615203857
          0 |         80 |      total |   28.9382972717285
          0 |        225 |  predicted |   22.8839586146296
          2 |         37 |     weight | 0.0294117647058824
          0 |        185 |      total |    9.8533296585083
          0 |        187 |      total |   2.48072409629822
          0 |        235 |     weight |  0.166666666666667
          5 |         58 |      total |   1.99553871154785
          0 |        234 |     weight | 0.0074719800747198
          0 |         71 |     weight |   0.26890756302521
          5 |         52 |     weight | 0.0113207547169811
          0 |         44 |  predicted |  0.225279555601232
          0 |         57 |     hex_id |                 57
          0 |        227 |     weight |  0.266666666666667
          0 |         80 |     weight | 0.0709838107098381
          9 |        233 |     hex_id |                233
          8 |        223 |     weight |  0.100840336134454
          8 |        223 |  predicted |  0.247421312732857
         11 |         93 |  predicted | 0.0368106961250305
          7 |        218 |     hex_id |                218
          0 |        194 |      total |   2.48072409629822
          0 |        208 |     weight | 0.0977312390924956
          1 |        177 |     weight |  0.363636363636364
          5 |         51 |     weight |  0.184905660377358
          0 |         79 |     hex_id |                 79
          9 |        225 |      total |   15.0451831817627
          0 |         67 |     weight | 0.0995260663507109
         10 |         81 |      total |  0.455406546592712
          0 |         73 |  predicted |   1.12851230341111
          6 |         79 |      total |   10.6867485046387
          3 |        187 |     hex_id |                187
          8 |         78 |      total |   2.45359468460083
          4 |        199 |  predicted |  0.346391976674398
          6 |         65 |     hex_id |                 65
          5 |         51 |  predicted |  0.368986403267339
          2 |         44 |     weight |  0.352941176470588
          2 |        168 |     hex_id |                168
          0 |        218 |  predicted |  0.168076300508038
          0 |        232 |     weight |                0.2
         10 |         88 |     hex_id |                 88
          0 |         71 |  predicted |   1.48045772263984
          3 |         60 |     hex_id |                 60
          0 |        210 |     hex_id |                210
          8 |         70 |     hex_id |                 70
          0 |         58 |      total |    9.8533296585083
          5 |        185 |     weight | 0.0754716981132075
          2 |        168 |  predicted | 0.0348319867077996
          0 |        233 |      total |   28.9382972717285
          0 |        200 |  predicted |  0.962885322570801
          9 |        226 |  predicted |  0.131153527113747
          8 |         71 |     weight |   0.26890756302521
          2 |         36 |      total |  0.394762516021729
          0 |        223 |     weight |  0.100840336134454
          0 |         70 |     hex_id |                 70
          0 |        232 |      total |   2.98444080352783
          0 |        176 |     hex_id |                176
          0 |        185 |     weight | 0.0754716981132075
         11 |         86 |  predicted |  0.588971138000488
          0 |        233 |     hex_id |                233
          9 |        226 |     weight | 0.0087173100871731
          0 |         43 |     hex_id |                 43
          6 |         72 |  predicted |   2.53647084926852
          5 |        201 |      total |   1.99553871154785
          6 |         65 |  predicted |   2.72297605877355
          1 |        169 |      total |  0.437635660171509
          0 |         57 |     weight |               0.04
          8 |         70 |  predicted |   0.10309221363869
          7 |        202 |  predicted |  0.241489177631541
          6 |        209 |     hex_id |                209
          9 |        225 |  predicted |   11.8974985310328
         11 |        232 |     hex_id |                232
          6 |         79 |     weight | 0.0802792321116928
          4 |         57 |     weight |               0.04
          8 |         71 |      total |   2.45359468460083
          0 |         43 |      total |  0.638292074203491
          3 |         53 |     weight | 0.0892857142857143
          0 |        185 |     hex_id |                185
         11 |        232 |     weight |                0.2
          8 |         78 |     hex_id |                 78
          5 |         59 |     hex_id |                 59
          0 |        215 |     hex_id |                215
          0 |        223 |  predicted |  0.555171645989939
          0 |        199 |     weight |  0.253333333333333
         10 |         88 |     weight |  0.166666666666667
          0 |        195 |     hex_id |                195
          0 |         94 |     hex_id |                 94
          5 |         51 |     hex_id |                 51
          0 |         67 |     hex_id |                 67
          0 |         74 |     weight | 0.0758293838862559
          0 |        177 |      total |  0.624293088912964
          0 |         45 |      total |  0.624293088912964
          8 |        207 |     hex_id |                207
          5 |         58 |     hex_id |                 58
          0 |        194 |     weight |              0.125
          0 |        217 |     weight |  0.181500872600349
          0 |        209 |  predicted |   2.03433260160383
          3 |        194 |      total |   1.00127959251404
          7 |        218 |  predicted |  0.062608305311881
          0 |         46 |      total |   2.48072409629822
          0 |        226 |     hex_id |                226
          3 |        187 |     weight | 0.0178571428571429
          0 |         52 |      total |    9.8533296585083
          0 |        202 |     hex_id |                202
         10 |         89 |      total |  0.455406546592712
          3 |         60 |     weight |              0.625
          0 |         93 |     weight |              0.025
          0 |        176 |     weight | 0.0882352941176471
          0 |         85 |     weight |             0.1625
         11 |        232 |      total |   1.47242784500122
          4 |         57 |  predicted | 0.0546934700012207
          7 |         67 |  predicted |  0.187824915935643
          0 |         72 |     weight |  0.237347294938918
          0 |         46 |     weight | 0.0357142857142857
         10 |         81 |  predicted | 0.0151802182197571
          0 |        219 |     weight |  0.233333333333333
          0 |        168 |     weight | 0.0882352941176471
          0 |         81 |  predicted | 0.0397460381189982
          0 |        227 |     hex_id |                227
          1 |        170 |     weight | 0.0454545454545455
          7 |        218 |     weight |  0.033175355450237
          0 |         53 |  predicted |  0.221493222883769
          0 |         82 |     hex_id |                 82
          0 |         78 |  predicted |   1.11034329197988
          0 |         74 |     hex_id |                 74
          0 |         79 |     weight | 0.0802792321116928
          0 |        234 |     hex_id |                234
          0 |         73 |     hex_id |                 73
          0 |         88 |     weight |  0.166666666666667
          0 |         31 |      total |  0.624293088912964
          2 |         43 |     weight |  0.117647058823529
          0 |        185 |  predicted |  0.743647521396853
          0 |         77 |      total |   5.50545215606689
          0 |        208 |  predicted |   1.96418320154852
          8 |         70 |      total |   2.45359468460083
          0 |        232 |     hex_id |                232
          2 |         36 |  predicted | 0.0348319867077996
         11 |         86 |      total |   1.47242784500122
          0 |         60 |     hex_id |                 60
          0 |         81 |     hex_id |                 81
          0 |        218 |     hex_id |                218
         10 |         89 |  predicted | 0.0303604364395142
          5 |         52 |      total |   1.99553871154785
          0 |         93 |     hex_id |                 93
          0 |         36 |     hex_id |                 36
         11 |         85 |      total |   1.47242784500122
          0 |        233 |  predicted |   1.00905644284981
          8 |        207 |      total |   2.45359468460083
          0 |         38 |      total |  0.624293088912964
          9 |         94 |     hex_id |                 94
          0 |        170 |  predicted | 0.0283769585869529
          9 |        234 |      total |   15.0451831817627
          0 |         64 |     hex_id |                 64
         11 |         85 |  predicted |  0.239269524812698
          9 |        226 |      total |   15.0451831817627
          0 |         88 |      total |   1.19238114356995
          0 |         78 |     weight |  0.201680672268908
          7 |         73 |  predicted |  0.420370049951201
          0 |         82 |     weight | 0.0666666666666667
          0 |        225 |     hex_id |                225
          0 |        210 |  predicted |  0.336152601016076
          0 |         59 |     weight |                0.2
          0 |        224 |     hex_id |                224
         10 |        227 |     hex_id |                227
          9 |         87 |     hex_id |                 87
          0 |        184 |     weight |  0.235294117647059
          4 |        200 |     hex_id |                200
          2 |        176 |      total |  0.394762516021729
          0 |         73 |      total |   5.06629991531372
          2 |         43 |      total |  0.394762516021729
          4 |         64 |     hex_id |                 64
          7 |         67 |     weight | 0.0995260663507109
          0 |         51 |     hex_id |                 51
          0 |         74 |  predicted |   0.38417440116123
          2 |         37 |      total |  0.394762516021729
          3 |        194 |     weight |              0.125

(568 rows)
